movie,productionbudget,domesticgross,worldwidegross,year
War,25000000,22486409,40686409,2007
Fighting,25000000,23091010,32831707,2009
The Losers,25000000,23591432,29863840,2010
Don't Be Afraid of the Dark,25000000,24046682,39126427,2011
Ice Princess,25000000,24381334,25732334,2005
The Girl Next Door,25000000,14589444,31635150,2004
Fly Me To the Moon,25000000,14543943,43530281,2008
Maximum Risk,25000000,14102929,51702929,1996
Stealing Harvard,25000000,13973532,13973532,2002
The Bodyguard,25000000,121945720,410945720,1992
Schindlerâs List,25000000,96898818,322197132,1993
Legally Blonde 2: Red White & Blonde,25000000,90639088,125339088,2003
Scooby-Doo 2: Monsters Unleashed,25000000,84185387,180856996,2004
Anchorman: The Legend of Ron Burgundy,25000000,84136909,89476265,2004
Scarface,25000000,44942821,44942821,1983
Freddy vs. Jason,25000000,82622655,114576403,2003
Bridge to Terabithia,25000000,82234139,137984788,2007
Jimmy Neutron: Boy Genius,25000000,80936232,102992536,2001
Cloverfield,25000000,80048433,171302226,2008
Dear John,25000000,80014842,142033509,2010
Straw Dogs,25000000,10324441,11253821,2011
Abandon,25000000,10719367,12219367,2002
Gettysburg,25000000,10731997,10731997,1993
Stop-Loss,25000000,10915744,11229035,2008
Michael Collins,25000000,11092559,27572844,1996
Big Trouble in Little China,25000000,11100000,11208970,1986
The Lords of Dogtown,25000000,11273517,13424365,2005
The Powerpuff Girls,25000000,11411644,16425701,2002
The Conspirator,25000000,11538204,15907411,2011
Lifeforce,25000000,11603545,11603545,1985
The 33,25000000,12227722,28287489,2015
Cirque du Soleil: Worlds Away,25000000,12512862,28012862,2012
Battle of the Sexes,25000000,12638526,18445379,2017
Angela's Ashes,25000000,13038660,13038660,1999
Warrior,25000000,13657115,24215385,2011
Hot Rod,25000000,13938332,14371564,2007
Kingpin,25000000,25023424,32223424,1996
Crocodile Dundee in Los Angeles,25000000,25590119,39393111,2001
Dance Flick,25000000,25794018,32224624,2009
Motherâs Day,25000000,32492859,52367022,2016
The Gambler,25000000,33680992,38718031,2014
She's the Man,25000000,33889159,55279608,2006
Cradle 2 the Grave,25000000,34657731,56434942,2003
Good Luck Chuck,25000000,35017297,59183821,2007
Peppermint,25000000,35418723,51800758,2018
Jeepers Creepers 2,25000000,35623801,119923801,2003
What a Girl Wants,25000000,35990505,37216643,2003
Just Mercy,25000000,36001502,50401502,2019
Beauty Shop,25000000,36351350,38351350,2005
Million Dollar Arm,25000000,36447959,39217912,2014
Kiss of the Dragon,25000000,36833473,36833473,2001
August: Osage County,25000000,37738810,50738810,2013
Undercover Brother,25000000,38230435,40796145,2002
The Sisterhood of the Traveling Pants,25000000,39053061,41560117,2005
Rugrats Go Wild,25000000,39402572,55443032,2003
The Wild Thornberrys Movie,25000000,40108697,60694737,2002
There Will Be Blood,25000000,40222514,77208711,2007
Money Talks,25000000,41076865,41076865,1997
The Hours,25000000,41675994,97030468,2002
The Beverly Hillbillies,25000000,42222647,55598481,1993
The Night Before,25000000,43035725,52568099,2015
The Last Emperor,25000000,43984987,44005073,1987
Nothing To Lose,25000000,44480039,64594061,1997
The House Bunny,25000000,48237389,71390601,2008
Agent Cody Banks,25000000,47545060,58240458,2003
Nanny McPhee,25000000,47279279,128745578,2006
Goodfellas,25000000,46743809,47092936,1990
Mr. Beanâs Holiday,25000000,33302167,234981342,2007
Bride of Chucky,25000000,32404188,50692188,1998
Rings,25000000,27793018,82917283,2017
Fist Fight,25000000,32187017,40286416,2017
Parental Guidance,25000000,77267296,120832383,2012
The Untouchables,25000000,76270454,76271995,1987
No Country for Old Men,25000000,74273505,164035753,2007
Bridget Jones's Diary,25000000,71500556,277902373,2001
Chocolat,25000000,71309760,152500343,2000
No Strings Attached,25000000,70662220,149228078,2011
Contraband,25000000,66528000,98406855,2012
A Dogâs Purpose,25000000,64321890,203055427,2017
The Lucky One,25000000,60457138,96633833,2012
Tombstone,25000000,56505065,56505065,1993
Romeo Must Die,25000000,55973336,91036760,2000
The Omen,25000000,54607383,119295584,2006
Final Destination 3,25000000,54098051,112798051,2006
Madeaâs Big Happy Family,25000000,53345287,54160818,2011
Tyler Perry's A Madea Christmas,25000000,52543354,52543354,2013
Finding Neverland,25000000,51676606,115036108,2004
The Grey,25000000,51580136,81249176,2012
Hide and Seek,25000000,51100486,123696741,2005
Cobra,25000000,49042224,49042224,1986
The Shawshank Redemption,25000000,28241469,28417106,1994
Draft Day,25000000,28842237,29847480,2014
Spice World,25000000,29342592,56042592,1998
Tora! Tora! Tora!,25000000,29548291,29548291,1970
Elizabeth,25000000,30082699,82150642,1998
The Sitter,25000000,30542576,38749404,2011
Anacondas: The Hunt for the Blood Orchid,25000000,31526393,70326393,2004
August Rush,25000000,31664162,64605762,2007
Ride Along,25000000,134202565,153733800,2014
The Giver,25000000,45090374,66540205,2014
Gran Torino,25000000,148095302,274543085,2008
Hidden Figures,25000000,169607287,231771716,2016
Carnage,25000000,2546747,38112154,2011
Tulip Fever,25000000,2455635,6792768,2017
BloodRayne,25000000,2405420,3711633,2006
Legend,25000000,1872994,42425450,2015
Bad Lieutenant: Port of Call New Orleans,25000000,1702112,12413949,2009
Jane Got a Gun,25000000,1513793,3771345,2015
Me and Orson Welles,25000000,1190003,1190003,2009
Venom,25000000,881745,881745,2005
Where the Truth Lies,25000000,872142,1415656,2005
Without Limits,25000000,780326,780326,1998
On the Road,25000000,720828,9313302,2012
All My Life,25000000,704715,1665320,2020
Les petits mouchoirs,25000000,205505,48530887,2012
Love Ranch,25000000,137885,146149,2010
Yi ge ren de wu lin,25000000,129115,129115,2015
Sammy's avonturen: De geheime doorgang,25000000,0,71594792,nown
Matilda,25000000,0,9755282,1996
Belka i Strelka. Zvezdnye sobaki,25000000,0,9445081,nown
La vÃ©ritable histoire du Chat BottÃ©,25000000,0,8208594,2011
The Professor and the Madman,25000000,0,6218944,2019
Ironclad,25000000,0,5297411,2011
Red Sky,25000000,0,91116,2014
Waterloo,25000000,0,0,1970
The Adventurer: The Curse of the Midas Box,25000000,0,0,2014
Reagan,25000000,0,0,nown
Sgt. Stubby: An American Hero,25000000,3054285,3823620,2018
Blindness,25000000,3073392,20052958,2008
Bill & Ted Face the Music,25000000,3439660,6225301,2020
The Help,25000000,169705587,213120004,2011
Mrs. Winterbourne,25000000,10039566,10039566,1996
Stone Cold,25000000,9286314,9286314,1991
Serenity,25000000,8547045,13008804,2019
The Road,25000000,8114270,29206732,2009
The Passion of the Christ,25000000,370782930,622313635,2004
Mrs. Doubtfire,25000000,219195051,441286003,1993
King's Ransom,25000000,4008527,4049527,2005
Rain Man,25000000,172825435,412800000,1988
Beautiful Boy,25000000,7634767,13314562,2018
Brokedown Palace,25000000,10115014,11115766,1999
The Hoax,25000000,7164995,7164995,2007
Captive State,25000000,5958315,9363210,2019
Sheena,25000000,5778353,5778353,1984
Underclassman,25000000,5654777,5654777,2005
Say It Isn't So,25000000,5516708,5516708,2001
The World's Fastest Indian,25000000,5128124,18991288,2005
Deception,25000000,4598506,12850033,2008
Tank Girl,25000000,4064333,4064333,1995
Possession,25000000,10103647,14805812,2002
The Terrorist,25000,195043,195043,2000
Deep Throat,25000,45000000,45000000,1972
In the Company of Men,25000,2883661,2883661,1997
Exeter,25000,0,489792,2015
Manito,25000,0,0,2003
Ten,25000,0,0,2015
Dutch Kills,25000,0,0,2015
The Big Parade,245000,11000000,22000000,1925
Little Big Top,240000,7484,7484,2008
Dangerous Liaisons,24200000,17000,10447579,2012
Scream 2,24000000,101363301,172363301,1997
Nurse Betty,24000000,25170054,27732366,2000
Piranha 3D,24000000,25003155,83660160,2010
Faster,24000000,23240020,35792945,2010
The Wiz,24000000,22000000,22000000,1978
Win a Date with Tad Hamilton!,24000000,16980098,17589829,2004
Muppets From Space,24000000,16304786,16304786,1999
Ready to Rumble,24000000,12372410,12372410,2000
Foxcatcher,24000000,12096300,19303058,2014
Play it to the Bone,24000000,8427204,8427204,1999
I Don't Know How She Does It,24000000,9659074,24474463,2011
Double Take,24000000,29823162,29823162,2001
Dhoom 3,24000000,8031955,11723620,2013
Beyond the Sea,24000000,6144806,8292914,2004
Hauru no ugoku shiro,24000000,4710455,237814327,2005
Meet the Deedles,24000000,4356126,4356126,1998
The Addams Family,24000000,97864733,200612027,2019
The Bridge of San Luis Rey,24000000,49981,1696765,2005
Flood,24000000,0,4084232,nown
Girl Interrupted,24000000,28871190,28871190,1999
The Thief and the Cobbler,24000000,669276,669276,1995
Zack and Miri Make a Porno,24000000,31457946,36856306,2008
I Still Know What You Did Last Summer,24000000,40020622,40020622,1998
Rocky Balboa,24000000,70269899,156229050,2006
The Men Who Stare at Goats,24000000,32428195,67348218,2009
Think Like a Man Too,24000000,65028687,70027933,2014
Fences,24000000,57682904,64282881,2016
The Whole Nine Yards,24000000,57262492,85527867,2000
Footloose,24000000,51802742,62989834,2011
Going in Style,24000000,45018541,80812424,2017
Point Break,24000000,43218387,83531958,1991
The Fisher King,24000000,41798224,41798224,1991
Old School,24000000,75155000,86737464,2003
Star Trek IV: The Voyage Home,24000000,109713132,133000000,1986
Hitman,24000000,39687694,99135571,2007
Hello Dolly,24000000,33208099,33208099,1969
Return to Me,24000000,32662299,32662299,2000
Avatar,237000000,760507625,2788701337,2009
Superman Returns,232000000,200120000,391081192,2006
The Dark Knight Rises,230000000,448139099,1082228107,2012
Quantum of Solace,230000000,169368427,591692078,2008
Pirates of the Caribbean: Dead Men Tell No Tales,230000000,172558876,788241137,2017
Bronson,230000,104979,2703762,2009
Zombieland,23600000,75590286,102236596,2009
Eddie the Eagle,23000000,15789389,45060480,2016
Chasing Liberty,23000000,12189514,12291975,2004
Marvin's Room,23000000,12803305,12803305,1996
The Crew,23000000,13019253,13019253,2000
The Way Back,23000000,13590514,14563409,2020
Jaws 4: The Revenge,23000000,15728335,15728335,1987
Anywhere But Here,23000000,18653615,18653615,1999
Vanity Fair,23000000,16123851,19123851,2004
The End of the Affair,23000000,10660147,10660147,1999
The Hate U Give,23000000,29719483,35067665,2018
Haywire,23000000,18942396,36374700,2012
Kari gurashi no Arietti,23000000,19192510,151496097,2012
Joy Ride,23000000,21973182,22204890,2001
Her,23000000,25568251,48043998,2014
The Longshots,23000000,11511323,11778396,2008
Redemption,23000000,36686,13593473,2013
Harley Davidson and the Marlboro Man,23000000,7018525,7018525,1991
In the Valley of Elah,23000000,6777741,24489150,2007
Star Wars Ep. V: The Empire Strikes Back,23000000,291738960,549025718,1980
The Waterboy,23000000,161491646,190191646,1998
The Naked Gun 2Â½: The Smell of Fear,23000000,86930411,86930411,1991
Green Book,23000000,85080171,320029388,2018
Dangerous Minds,23000000,84919401,178919401,1995
Bad Boys,23000000,65647413,141247413,1995
The Wedding Ringer,23000000,64460211,80171596,2015
Final Destination,23000000,53302314,112036870,2000
The Ides of March,23000000,40962534,77735925,2011
Pitch Black,23000000,39235088,53182088,2000
Shi Yue Wei Cheng,23000000,0,44195779,2010
ChÄi dÃ n zhuÄnjiÄ,23000000,0,58807172,2017
Rogue,23000000,10452,4673377,2008
ChÃ©ri,23000000,2715657,2715657,2009
Coco avant Chanel,23000000,6113834,50813834,2009
King Kong,23000000,52614445,90614445,1976
Someone Like You,23000000,27338033,38684906,2001
Slacker,23000,1227508,1227508,1991
The Avengers,225000000,623357910,1515100211,2012
The Lone Ranger,225000000,89302115,260002115,2013
The Chronicles of Narnia: Prince Caspian,225000000,141621490,417341288,2008
Man of Steel,225000000,291045518,667999518,2013
Pirates of the Caribbean: Dead Manâs Chest,225000000,423315812,1066215812,2006
Burn,225000,1109276,1109276,2012
Embrace,225000,412340,1611592,2016
Urbania,225000,1032075,1032075,2000
Battleship,220000000,65233400,313477717,2012
The Amazing Spider-Man,220000000,262030663,757890267,2012
Spaceballs,22700000,38119483,38119483,1987
1408,22500000,71985628,131263370,2007
Nocturnal Animals,22500000,10663357,32398681,2016
The Water Diviner,22500000,4200117,31054727,2014
Gandhi,22000000,52767889,127767889,1982
Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,2017
Homefront,22000000,20158492,51695362,2013
The Informant!,22000000,33316821,41771168,2009
Igor,22000000,19528602,31013349,2008
Saving Silverman,22000000,19351569,25873142,2001
Summer of Sam,22000000,19288130,19288130,1999
The Glass House,22000000,17951431,22861785,2001
The Transporter Refueled,22000000,16029670,69698495,2015
The Island,22000000,15716828,15716828,1980
Josie and the Pussycats,22000000,14252830,14307223,2001
Hit & Run,22000000,13749300,17216955,2012
The Little Vampire,22000000,13555988,13560782,2000
I Heart Huckabees,22000000,12784713,20034713,2004
Roman J. Israel Esq.,22000000,11962712,12967012,2017
Mad Money,22000000,20668843,25044057,2008
Deuce Bigalow: European Gigolo,22000000,22400154,45273464,2005
The Hundred-Foot Journey,22000000,54235441,94270488,2014
Traitor,22000000,23530831,27882226,2008
The Animal,22000000,55762229,55762229,2001
Son of God,22000000,59700064,70949793,2014
The Bridges of Madison County,22000000,71516617,175516617,1995
The Rookie,22000000,75600072,80491516,2002
The Game Plan,22000000,90648202,146590987,2007
The Nun,22000000,117450119,363391647,2018
The Santa Clause,22000000,145539357,190506000,1994
There's Something About Mary,22000000,176484651,369884651,1998
Underworld,22000000,51970690,95708457,2003
The Net,22000000,50621733,110521733,1995
Diary of a Wimpy Kid: Dog Days,22000000,49008662,77229695,2012
I Am Sam,22000000,40270895,92542418,2001
The Gentlemen,22000000,36471796,113876604,2019
RoboCop 3,22000000,10696210,10696210,1993
Derailed,22000000,36020063,57520063,2005
Jay and Silent Bob Strike Back,22000000,30059386,33762400,2001
Shadowlands,22000000,25842377,25842377,1993
Out of the Furnace,22000000,11330849,15434375,2013
Dudley Do-Right,22000000,9818792,9818792,1999
Hail Caesar!,22000000,30080225,64220196,2016
Stone,22000000,1810078,4065020,2010
Just Getting Started,22000000,6069605,6756412,2017
Ghost,22000000,217631306,517600000,1990
Metegol,22000000,0,34061097,2013
Joyeux NoÃ«l,22000000,1054361,23134075,2006
Delivery Man,22000000,30659817,55616322,2013
Before I Go to Sleep,22000000,3242457,19563579,2014
Megiddo: Omega Code 2,22000000,6047691,6047691,2001
The Libertine,22000000,4835065,9448623,2005
Zwartboek,22000000,4398532,27238354,2007
Darling Lili,22000000,5000000,5000000,1970
Dry Spell,22000,0,0,nown
Transformers: The Last Knight,217000000,130168683,602893340,2017
Men in Black 3,215000000,179020854,654213485,2012
Jurassic World,215000000,652270625,1669943967,2015
Robin Hood,210000000,105487148,322459006,2010
X-Men: The Last Stand,210000000,234362462,459260946,2006
Transformers: Age of Extinction,210000000,245439076,1104054072,2014
Transformers: Revenge of the Fallen,210000000,402111870,836519699,2009
The Beast from 20000 Fathoms,210000,5000000,5000000,1953
MoliÃ¨re,21600000,635733,791154,2007
Sorcerer,21600000,12000000,12005968,1977
Arlington Road,21500000,24419219,24419219,1999
Michael Clayton,21500000,49033882,92987651,2007
To Rome with Love,21500000,16684352,74290305,2012
My Fellow Americans,21500000,22331846,22331846,1996
Velvet Buzzsaw,21000000,0,0,2019
Victoria and Abdul,21000000,22245070,68271146,2017
Robot Overlords,21000000,0,991329,2015
Molly,21000000,17396,17396,1999
Bitter Harvest,21000000,557241,606162,2017
The Beaver,21000000,970816,5046038,2011
Moonlight Mile,21000000,6830957,6830957,2002
Away We Go,21000000,9451946,10108016,2009
Swing Vote,21000000,16289867,17589867,2008
The Rage: Carrie 2,21000000,17760244,17760244,1999
The Bachelor,21000000,21731001,36882378,1999
Freedom Writers,21000000,36605602,43632609,2007
Tinker Tailor Soldier Spy,21000000,24149393,81452811,2011
Never Back Down,21000000,24850922,39319801,2008
The Transporter,21000000,25296447,43928932,2002
Kidnap,21000000,30718107,34836080,2017
The Hustle,21000000,35417038,97409779,2019
For Colored Girls,21000000,37729698,38017873,2010
Hardball,21000000,40222729,43728560,2001
Death at a Funeral,21000000,42739347,48977233,2010
South Park: Bigger Longer & Uncut,21000000,52037603,52037603,1999
Pet Sematary,21000000,54724696,111809732,2019
Blockers,21000000,60311495,94523781,2018
Silver Linings Playbook,21000000,132092958,236412453,2012
Firefox,21000000,45785720,45785720,1982
Teenage Mutant Ninja Turtles III,21000000,42273609,42273609,1993
King Kong,207000000,218080025,550517357,2005
Tenet,205000000,57800000,361400000,2020
The Golden Compass,205000000,70107728,367262558,2007
Monsters University,200000000,268488329,743588329,2013
Mulan,200000000,0,69951770,2020
Dark Phoenix,200000000,65845974,246356895,2019
Prince of Persia: Sands of Time,200000000,90759676,336359676,2010
Green Lantern,200000000,116601172,219535492,2011
Terminator Salvation,200000000,125322469,365491792,2009
Fantastic Beasts: The Crimes of Grindelwald,200000000,159555901,651280475,2018
2012,200000000,166112167,757677748,2009
Fast & Furious Presents: Hobbs & Shaw,200000000,173956935,759765123,2019
Cars 2,200000000,191450875,560155383,2011
The Amazing Spider-Man 2,200000000,202853933,708996336,2014
X-Men: Days of Future Past,200000000,233921534,747862775,2014
Oz the Great and Powerful,200000000,234770996,490359051,2013
Tron: Legacy,200000000,172062763,400062763,2010
The Hobbit: An Unexpected Journey,200000000,303003568,1017003568,2012
Toy Story 4,200000000,434038008,1073392740,2019
Black Panther,200000000,700059566,1336494321,2018
Skyfall,200000000,304360277,1110526981,2012
Titanic,200000000,659363944,2207986545,1997
Star Wars Ep. VIII: The Last Jedi,200000000,620181382,1332539889,2017
Incredibles 2,200000000,608581744,1242805359,2018
Finding Dory,200000000,486295561,1025006125,2016
Rogue One: A Star Wars Story,200000000,532177324,1055135598,2016
Toy Story 3,200000000,415004880,1068879522,2010
Iron Man 3,200000000,408992272,1215392272,2013
Guardians of the Galaxy Vol 2,200000000,389813101,869113101,2017
Spider-Man 2,200000000,373524485,794697557,2004
Alice in Wonderland,200000000,334191110,1025491110,2010
Short Cut to Nirvana: Kumbh Mela,200000,381225,439651,2004
Baghead,200000,140016,140016,2008
Hybrid,200000,162605,162605,2002
The Business of Fancy Dancing,200000,174682,174682,2002
Call+Response,200000,212989,212989,2008
Middle of Nowhere,200000,236806,236806,2012
20000 Leagues Under the Sea,200000,8000000,8000000,1916
The Overnight,200000,1109808,1165996,2015
Trois,200000,1161843,1161843,2000
She Done Him Wrong,200000,2000000,2000000,1933
The Grace Card,200000,2430735,2430735,2011
Per un pugno di dollari,200000,3500000,3527522,1967
Swingers,200000,4505922,6618578,1996
Side Effects,200000,44701,44701,2005
Malevolence,200000,126021,346106,2004
H.,200000,0,0,nown
Good Dick,200000,28835,52443,2008
The Case of the Grinning Cat,200000,7033,7033,2006
Solitude,200000,6260,6260,2005
The Word,200000,3648,3648,2014
The Trials of Darryl Hunt,200000,1217,1217,2007
Deathgasm,200000,0,14685,2016
The Man From Earth,200000,0,0,2007
Samantha: An American Girl Holiday,200000,0,0,nown
Yesterday Was a Lie,200000,0,0,2008
Archaeology of a Woman,200000,0,0,2014
Sanctuary; Quite a Conundrum,200000,0,0,2014
Theresa Is a Mother,200000,0,0,2015
Perfect Cowboy,200000,0,0,2015
The Stewardesses,200000,13500000,25000000,1969
Mad Max,200000,8750000,99750000,1980
eXistenZ,20700000,2840417,2840417,1999
Hustlers,20700000,104963598,150472713,2019
The Best Little Whorehouse in Texas,20500000,69701637,69701637,1982
Pulse,20500000,20264436,30241435,2006
The Debt,20000000,31177548,46604054,2011
Copycat,20000000,32051917,32051917,1995
Scary Movie V,20000000,32015787,78613981,2013
She's Out of My League,20000000,32010860,48680977,2010
Milk,20000000,31841299,57293371,2008
Paint Your Wagon,20000000,31678778,31678778,1969
Daybreakers,20000000,30101577,51445503,2010
Ghost Ship,20000000,30113491,68349884,2002
Doubt,20000000,33446470,53191101,2008
The Bank Job,20000000,30060660,66143005,2008
Wild Things,20000000,29795299,55576699,1998
The Stepfather,20000000,29062561,29227561,2009
High Fidelity,20000000,27277055,47881663,2000
Team America: World Police,20000000,32774834,50948811,2004
Lakeview Terrace,20000000,39263506,44821299,2008
Stick It,20000000,26910736,30399714,2006
Babel,20000000,34302837,132121212,2006
Texas Chainsaw 3D,20000000,34341945,47666013,2013
Eternal Sunshine of the Spotless Mind,20000000,34366518,72401378,2004
A Very Harold & Kumar 3D Christmas,20000000,35061031,36265745,2011
Selena,20000000,35450113,35450113,1997
The Black Hole,20000000,35841901,35841901,1979
Vampires Suck,20000000,36661504,81424988,2010
Risen,20000000,36880033,46255763,2016
Man of the Year,20000000,37442180,41342180,2006
Bill & Ted's Bogus Journey,20000000,37537675,37540024,1991
How Stella Got Her Groove Back,20000000,37672944,37672944,1998
Conan the Barbarian,20000000,38264085,79114085,1982
Nerve,20000000,38583626,85583945,2016
This is Where I Leave You,20000000,34296320,41296320,2014
Simon Birch,20000000,18253415,18310591,1998
One Missed Call,20000000,26890041,44513466,2008
Eye for an Eye,20000000,26792700,26792700,1996
Into the Wild,20000000,18354356,56822960,2007
Ladyhawke,20000000,18400000,18400000,1985
Under the Rainbow,20000000,18826490,18826490,1981
Georgia Rule,20000000,18882880,20819601,2007
My Best Friend's Girl,20000000,19219250,34787111,2008
Reign Over Me,20000000,19661987,20081987,2007
Yu-Gi-Oh,20000000,19762690,28715003,2004
Secret in Their Eyes,20000000,20180155,32608019,2015
Appaloosa,20000000,20211394,27911453,2008
Vampires,20000000,20268825,20268825,1998
Shorts,20000000,20919166,29870801,2009
To Die For,20000000,21284514,27688744,1995
Quigley Down Under,20000000,21413105,21413105,1990
Psycho,20000000,21541218,37226218,1998
Rough Night,20000000,22105643,46844357,2017
2 For the Money,20000000,22991379,30491379,2005
Stay Alive,20000000,23086480,23187506,2006
Monte Carlo,20000000,23186769,39686769,2011
The Covenant,20000000,23364784,38164784,2006
Endless Love,20000000,23438250,34718173,2014
On the Basis of Sex,20000000,24704837,38883444,2018
Alpha and Omega 3D,20000000,25107267,48958353,2010
Nancy Drew,20000000,25584685,30703845,2007
You Again,20000000,25702053,32838945,2010
From Dusk Till Dawn,20000000,25728961,25736162,1996
The World's End,20000000,26004851,47124638,2013
Street Kings,20000000,26418667,65457811,2008
The Grudge 2,20000000,39143839,70743839,2006
Obsessed,20000000,68261644,73964713,2009
Epic Movie,20000000,39739367,86858578,2007
Bad Moms,20000000,113257297,180485601,2016
Tyler Perryâs Boo! A Madea Halloween,20000000,73206343,73206343,2016
Tyler Perryâs A Madea Family Funeral,20000000,73257045,74781999,2019
Free Willy,20000000,77698625,153698625,1993
Cocktail,20000000,78222753,78222753,1988
Disturbia,20000000,80818974,118537627,2007
School of Rock,20000000,81261177,131944672,2003
The Descendants,20000000,82624961,175507800,2011
Are We There Yet?,20000000,82674398,98114471,2005
Good Boys,20000000,83140306,111173598,2019
Tammy,20000000,84525432,96407655,2014
Beverly Hills Chihuahua,20000000,94514402,154218168,2008
Jaws 2,20000000,102922376,208900376,1978
Glass,20000000,111048468,246999039,2019
Jackass 3D,20000000,117229692,171685793,2010
The Star,20000000,40847995,62758010,2017
Wayne's World,20000000,121697323,183097323,1992
The Silence of the Lambs,20000000,130726716,275726716,1991
Wonder,20000000,132422809,312755215,2017
Bringing Down the House,20000000,132675402,164675402,2003
The Conjuring,20000000,137400141,317793763,2013
La La Land,20000000,151101803,447182162,2016
Beverly Hills Cop II,20000000,153665036,276665036,1987
Close Encounters of the Third Kind,20000000,169100479,340800479,1977
Home Alone 2: Lost in New York,20000000,173585516,358994850,1992
Us,20000000,175084580,256091919,2019
Beauty and the Beast,20000000,206333165,438656843,1991
Raiders of the Lost Ark,20000000,225686079,367452079,1981
School for Scoundrels,20000000,17807569,17807569,2006
Mortal Kombat,20000000,70433227,122133227,1995
White Chicks,20000000,69148997,111448997,2004
Holes,20000000,67383924,71232214,2003
Tyler Perry's Madea's Witness Protection,20000000,65653242,66950887,2012
Orphan,20000000,41596251,78769428,2009
Meet the Browns,20000000,41975388,41975388,2008
Max,20000000,42656255,43658157,2015
Acrimony,20000000,43549096,46627836,2018
Queen & Slim,20000000,43808310,47911502,2019
Spotlight,20000000,45055776,91902438,2015
The Tigger Movie,20000000,45542421,96147688,2000
Boogeyman,20000000,46752382,67192859,2005
Tyler Perryâs Boo 2! A Madea Halloween,20000000,47319572,47879572,2017
Premonition,20000000,47852604,81461343,2007
The Jungle Book 2,20000000,47901582,139924202,2003
Peter Pan: Return to Neverland,20000000,48430258,109862682,2002
Date Movie,20000000,48548426,85146165,2006
Popeye,20000000,49823037,49823037,1980
A Walk in the Clouds,20000000,50008143,50008143,1995
Selma,20000000,52076908,66776576,2015
A Simple Favor,20000000,53548586,97628717,2018
Edward Scissorhands,20000000,53976987,53980220,1990
Barbershop: The Next Cut,20000000,54030051,54404202,2016
What Men Want,20000000,54611903,69911903,2019
Me Before You,20000000,56245075,208265198,2016
Drumline,20000000,56398162,56398875,2002
12 Years a Slave,20000000,56671993,180790756,2013
The Shack,20000000,57386418,96908458,2017
La vita Ã¨ bella,20000000,57598247,229375361,1998
Why Did I Get Married Too?,20000000,60095852,60831067,2010
The Last Song,20000000,62950384,92678948,2010
Pooh's Heffalump Movie,20000000,18098433,55686944,2005
Triple 9,20000000,12639297,25943792,2016
Operation Finale,20000000,17612099,17612099,2018
Flash of Genius,20000000,4442377,4504111,2008
The Proposition,20000000,1903434,5313608,2006
Can't Stop the Music,20000000,2000000,2000000,1980
My All-American,20000000,2246000,2246000,2015
Bon Voyage,20000000,2353728,8359720,2004
Mononoke-hime,20000000,2374107,150345863,1999
LBJ,20000000,2468683,2507181,2017
Suspiria,20000000,2483472,7023292,2018
The Last Full Measure,20000000,2949212,3321111,2020
Synecdoche New York,20000000,3083538,4383538,2008
The Brothers Bloom,20000000,3531756,5531756,2009
The Cold Light of Day,20000000,3763583,25361206,2012
Iâm Not There,20000000,4017609,12397613,2007
Passchendaele,20000000,4452423,4453327,2008
Equilibrium,20000000,1190018,5345869,2002
Tolkien,20000000,4535154,8967531,2019
Hands of Stone,20000000,4712792,5031975,2016
Birth,20000000,5005899,14603001,2004
Alone in the Dark,20000000,5178569,10588079,2005
Bandslam,20000000,5210988,12967829,2009
A Scanner Darkly,20000000,5501616,7405084,2006
A Dangerous Method,20000000,5702083,14807531,2011
A Most Violent Year,20000000,5749134,8869722,2014
Chasing Mavericks,20000000,6002756,8300821,2012
Topsy Turvy,20000000,6201757,6201757,1999
Little Boy,20000000,6485961,17769299,2015
Strange Wilderness,20000000,6575282,6947084,2008
Marci X,20000000,1646664,1646664,2003
Dylan Dog: Dead of Night,20000000,1186538,6093725,2011
An American Carol,20000000,7013191,7022183,2008
People I Know,20000000,121972,5694213,2003
Silent Hill: Revelation 3D,20000000,17530219,55975672,2012
The Thousand Miles,20000000,0,0,nown
Fight Valley,20000000,0,0,2016
Dwegons and Leprechauns,20000000,0,0,2014
Butterfly on a Wheel,20000000,0,0,2007
The History of Love,20000000,0,476624,2016
Survivor,20000000,0,1703281,2015
The Touch,20000000,0,5918742,2004
Three Kingdoms: Resurrection of the Dragon,20000000,0,22139590,2010
Zambezia,20000000,0,34454336,2012
Admiral,20000000,0,38585047,nown
Regression,20000000,55039,15824374,2015
Les Couloirs du temps: Les visiteurs 2,20000000,146072,26146072,1998
The Oogieloves in the BIG Balloon Adventure,20000000,1065907,1065907,2012
The Burning Plain,20000000,200730,1167092,2009
é·æ±ä¸è (CJ7),20000000,206678,47300771,2008
The Tempest,20000000,277943,277943,2010
Rapa Nui,20000000,305070,305070,1994
The Game of Their Lives,20000000,375474,375474,2005
Steamboy,20000000,468867,10468867,2004
By the Sea,20000000,538460,3727746,2015
All Good Things,20000000,582024,873617,2010
JÃ¬yÃ¬ dÃ shÄ«,20000000,587470,43888531,2017
Middle Men,20000000,754301,754301,2010
The Yards,20000000,882710,2282710,2000
The Children of Huang Shi,20000000,1031872,8221700,2008
Willard,20000000,6882696,6882696,2003
The American,20000000,35606376,67950723,2010
Proof,20000000,7535331,8284331,2005
Loser,20000000,15464026,18250106,2000
